fecha,texto,emocion
2020-12-13,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-07-19,Disfruté un tiempo con mi familia siempre me llena de energía.,felicidad
2023-10-24,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2021-02-15,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2024-09-15,Mi vecino me hizo sentir irritado al confrontar a alguien.,enojo
2022-09-10,Compartí una caminata al aire libre siempre me da paz.,felicidad
2021-04-22,Hoy disfruté un tiempo con mi familia y me siento optimista.,felicidad
2024-07-09,Hoy compartí un momento de paz y me siento optimista.,felicidad
2023-08-19,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2021-10-03,Estoy indignado porque me criticaron sin razón.,enojo
2023-11-02,Hoy descubrí una caminata al aire libre y me siento eufórico.,felicidad
2023-08-21,Experimenté un momento de paz siempre me alegra.,felicidad
2023-02-23,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-03-16,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2024-06-09,Necesito delegar tareas pero no tengo tiempo.,estrés
2021-10-24,No soporto cuando no cumplieron su promesa.,enojo
2023-09-03,Necesito organizarme mejor pero me falta energía.,estrés
2022-06-13,Un desconocido me hizo sentir frustrado al confrontar a alguien.,enojo
2024-08-22,El ruido constante me tiene al límite.,estrés
2022-10-05,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-04-07,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2021-02-22,Mi pareja me hizo sentir resentido al hablar en público.,enojo
2022-04-23,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-02-04,Entre el cuidado de los niños y el proyecto final no puedo concentrarme.,estrés
2023-11-18,Estoy exasperado porque me ignoraron en la reunión.,enojo
2022-09-04,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-05-13,Me siento nostálgico desde que mudaron lejos.,tristeza
2023-05-05,No soporto cuando no cumplieron su promesa.,enojo
2021-04-22,No soporto cuando rompieron mis pertenencias.,enojo
2024-12-11,Logré una conversación significativa siempre me llena de energía.,felicidad
2022-02-17,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2023-04-10,Un desconocido me hizo sentir resentido al hablar en público.,enojo
2024-08-13,Compartí un momento de paz siempre me alegra.,felicidad
2021-05-20,Necesito un descanso pero no me escuchan.,estrés
2021-09-06,Qué entusiasmado día para un logro personal.,felicidad
2021-06-18,Mi familiar me hizo sentir exasperado al hablar en público.,enojo
2024-03-02,Necesito organizarme mejor pero no me escuchan.,estrés
2023-12-08,Qué eufórico día para un tiempo con mi familia.,felicidad
2023-05-24,No soporto cuando me ignoraron en la reunión.,enojo
2021-06-16,El plazos ajustados me tiene al límite.,estrés
2020-02-29,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2023-11-16,Tengo miedo de que fracase.,ansiedad
2020-01-27,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2020-08-11,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-10-21,Experimenté una conversación significativa siempre me alegra.,felicidad
2020-04-23,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2022-05-31,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-03-28,El tráfico me tiene al límite.,estrés
2022-01-23,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2022-11-22,Mi familiar me hizo sentir irritado al confrontar a alguien.,enojo
2022-02-18,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-05-15,Compartí un logro personal siempre me inspira.,felicidad
2020-04-08,Mi jefe me hizo sentir exasperado al confrontar a alguien.,enojo
2021-04-26,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-02-14,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-03-06,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-04-07,Necesito un descanso pero no me escuchan.,estrés
2021-07-22,Qué entusiasmado día para una caminata al aire libre.,felicidad
2021-11-17,Mi familiar me hizo sentir frustrado al hablar en público.,enojo
2022-03-18,El plazos ajustados me tiene al límite.,estrés
2024-11-01,El ruido constante me tiene al límite.,estrés
2022-02-12,No soporto cuando me ignoraron en la reunión.,enojo
2024-07-21,Necesito un descanso pero me falta energía.,estrés
2020-09-07,Tengo miedo de que todo salga mal.,ansiedad
2022-11-14,Hoy experimenté un momento de paz y me siento eufórico.,felicidad
2022-10-21,Necesito delegar tareas pero no tengo tiempo...,estrés
2024-03-07,El tráfico me tiene al límite.,estrés
2020-08-08,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2023-05-27,No soporto cuando rompieron mis pertenencias.,enojo
2024-05-24,No puedo dejar de pensar en me criticaron sin razón!,tristeza
2021-04-12,Mi familiar me hizo sentir irritado al tomar decisiones.,enojo
2024-06-22,El plazos ajustados me tiene al límite.,estrés
2022-10-03,Qué agradecido día para una caminata al aire libre.,felicidad
2022-11-18,Qué optimista día para un tiempo con mi familia.,felicidad
2023-04-21,Un vacío en el pecho cuando escucho esa canción.,tristeza
2023-10-27,Mi familiar me hizo sentir exasperado al hablar en público.,enojo
2024-12-09,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2021-07-21,El plazos ajustados me tiene al límite.,estrés
2020-08-16,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2024-07-27,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2020-12-22,Me siento desolado desde que perdí mi trabajo.,tristeza
2024-10-29,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2021-12-21,Mi familiar me hizo sentir resentido al confrontar a alguien.,enojo
2020-07-01,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-02-17,El plazos ajustados me tiene al límite.,estrés
2024-10-05,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-10-27,Descubrí un logro personal siempre me llena de energía.,felicidad
2020-10-21,Me siento abatido desde que terminó nuestra relación.,tristeza
2020-07-02,Estoy resentido porque no cumplieron su promesa.,enojo
2023-07-07,Un desconocido me hizo sentir indignado al hablar en público.,enojo
2022-10-30,Qué agradecido día para una caminata al aire libre.,felicidad
2023-10-07,Entre los estudios y los quehaceres domésticos no puedo concentrarme.,estrés
2022-08-01,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-04-23,Qué agradecido día para una caminata al aire libre.,felicidad
2023-06-01,Tengo miedo de que fracase.,ansiedad
2024-01-13,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-07-20,No soporto cuando rompieron mis pertenencias.,enojo
2024-03-14,Qué pleno día para una conversación significativa.,felicidad
2022-08-25,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2023-03-16,El ruido constante me tiene al límite.,estrés
2022-02-03,Necesito organizarme mejor pero no me escuchan.,estrés
2021-05-29,No puedo hablar en público sin sentir temblores.,ansiedad
2021-08-20,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2021-10-31,Necesito delegar tareas pero no tengo tiempo!,estrés
2022-10-29,Qué eufórico día para un logro personal.,felicidad
2022-04-13,Mi vecino me hizo sentir irritado al tomar decisiones.,enojo
2024-11-10,Me siento desanimado desde que perdí mi trabajo.,tristeza
2024-06-28,Qué agradecido día para un tiempo con mi familia.,felicidad
2023-04-02,Estoy exasperado porque no cumplieron su promesa.,enojo
2020-02-27,No soporto cuando no cumplieron su promesa.,enojo
2024-11-21,Me siento desolado desde que perdí mi trabajo.,tristeza
2023-12-02,Me siento abatido desde que mudaron lejos.,tristeza
2022-01-19,Un desconocido me hizo sentir irritado al confrontar a alguien.,enojo
2022-02-14,Mi familiar me hizo sentir resentido al confrontar a alguien.,enojo
2022-12-28,Entre el cuidado de los niños y el proyecto final no puedo priorizar!,estrés
2022-11-08,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2023-12-05,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2020-04-23,Disfruté un tiempo con mi familia siempre me da paz.,felicidad
2024-04-25,Entre el cuidado de los niños y las deudas no puedo dormir bien.,estrés
2022-05-30,Mi jefe me hizo sentir irritado al hablar en público.,enojo
2022-12-23,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-10-20,El jefe exigente me tiene al límite.,estrés
2020-09-02,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-01-29,Logré una caminata al aire libre siempre me alegra.,felicidad
2021-11-05,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2020-05-25,Qué pleno día para una conversación significativa.,felicidad
2021-06-26,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2020-09-30,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-10-21,Qué pleno día para un tiempo con mi familia.,felicidad
2020-10-18,No soporto cuando me criticaron sin razón.,enojo
2021-02-10,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2022-08-10,Hoy experimenté un logro personal y me siento pleno.,felicidad
2023-08-02,El ruido constante me tiene al límite.,estrés
2020-03-04,Estoy irritado porque me ignoraron en la reunión.,enojo
2023-11-19,Logré una conversación significativa siempre me motiva.,felicidad
2021-04-11,El tráfico me tiene al límite.,estrés
2024-01-20,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2021-01-29,Entre los estudios y las deudas no puedo dormir bien.,estrés
2022-09-16,Qué eufórico día para un momento de paz.,felicidad
2021-02-15,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-08-01,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2021-08-16,Estoy resentido porque rompieron mis pertenencias.,enojo
2022-01-07,Disfruté un logro personal siempre me motiva.,felicidad
2024-04-27,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2021-11-08,Experimenté una conversación significativa siempre me da paz.,felicidad
2023-03-01,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2022-05-05,Estoy exasperado porque no cumplieron su promesa.,enojo
2021-10-03,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-02-07,El tráfico me tiene al límite.,estrés
2023-07-08,Hoy compartí una conversación significativa y me siento eufórico.,felicidad
2023-06-10,No soporto cuando me ignoraron en la reunión.,enojo
2020-04-04,Necesito delegar tareas pero me falta energía.,estrés
2022-05-08,Un peso en el pecho cuando pienso en el futuro.,tristeza
2023-08-20,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-07-26,Hoy compartí una caminata al aire libre y me siento agradecido.,felicidad
2023-03-28,Mi mente no deja de pensar en lo que dijeron de mí!,ansiedad
2020-02-26,Necesito organizarme mejor pero no tengo tiempo.,estrés
2024-02-14,Un vacío en el pecho cuando escucho esa canción.,tristeza
2023-02-12,Qué pleno día para un tiempo con mi familia.,felicidad
2022-01-10,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-05-06,Tengo miedo de que pierda el control.,ansiedad
2023-11-21,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-06-20,Necesito pedir ayuda pero no me escuchan.,estrés
2021-06-24,Qué entusiasmado día para una conversación significativa.,felicidad
2022-02-20,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2020-07-01,Tengo miedo de que me juzguen.,ansiedad
2021-02-15,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-02-29,El plazos ajustados me tiene al límite.,estrés
2023-01-01,No puedo hablar en público sin sentir temblores.,ansiedad
2020-11-06,Compartí un tiempo con mi familia siempre me inspira.,felicidad
2023-08-01,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2022-12-15,Me siento nostálgico desde que mudaron lejos.,tristeza
2020-04-12,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-02-05,Tengo miedo de que me juzguen.,ansiedad
2024-03-23,Necesito pedir ayuda pero no me escuchan.,estrés
2020-11-19,Qué optimista día para un momento de paz.,felicidad
2021-09-11,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2023-10-19,Mi pareja me hizo sentir irritado al tomar decisiones...,enojo
2022-01-10,Qué agradecido día para una conversación significativa.,felicidad
2023-04-17,No soporto cuando rompieron mis pertenencias.,enojo
2021-07-22,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-12-30,Hoy compartí un tiempo con mi familia y me siento entusiasmado.,felicidad
2023-03-04,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2023-05-10,Mi pareja me hizo sentir irritado al hablar en público.,enojo
2021-06-11,Tengo miedo de que pierda el control...,ansiedad
2020-07-21,Mi jefe me hizo sentir irritado al tomar decisiones.,enojo
2020-12-15,Tengo miedo de que fracase.,ansiedad
2022-03-30,Qué optimista día para un logro personal.,felicidad
2021-10-03,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-08-19,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-12-01,Tengo miedo de que fracase.,ansiedad
2023-03-13,No puedo hablar en público sin sentir palpitaciones...,ansiedad
2023-11-05,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-08-17,Hoy experimenté una conversación significativa y me siento agradecido...,felicidad
2022-11-04,El tráfico me tiene al límite!,estrés
2022-05-07,Qué optimista día para una conversación significativa.,felicidad
2020-09-07,No soporto cuando rompieron mis pertenencias.,enojo
2023-08-26,El tráfico me tiene al límite.,estrés
2020-09-19,El plazos ajustados me tiene al límite.,estrés
2022-03-09,Estoy frustrado porque me criticaron sin razón.,enojo
2023-07-25,Estoy resentido porque me criticaron sin razón.,enojo
2021-03-29,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2021-04-28,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-04-10,Compartí un tiempo con mi familia siempre me da paz.,felicidad
2023-09-30,Hoy compartí una caminata al aire libre y me siento agradecido.,felicidad
2022-04-02,Me siento abatido desde que mudaron lejos.,tristeza
2023-06-08,El jefe exigente me tiene al límite.,estrés
2022-09-13,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-11-11,Me siento vacío desde que perdí mi trabajo.,tristeza
2020-12-12,Una opresión en el pecho cuando escucho esa canción.,tristeza
2023-08-02,El ruido constante me tiene al límite.,estrés
2022-08-24,Qué pleno día para un momento de paz.,felicidad
2021-09-13,Me siento abatido desde que mudaron lejos.,tristeza
2023-11-04,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-10-09,No soporto cuando me criticaron sin razón.,enojo
2020-03-14,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2021-09-17,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-09-19,Un desconocido me hizo sentir exasperado al hablar en público.,enojo
2022-06-09,Descubrí una caminata al aire libre siempre me inspira.,felicidad
2021-06-15,Necesito organizarme mejor pero me falta energía.,estrés
2021-03-08,Estoy exasperado porque rompieron mis pertenencias.,enojo
2024-07-28,Mi jefe me hizo sentir exasperado al tomar decisiones.,enojo
2020-09-04,No soporto cuando rompieron mis pertenencias.,enojo
2023-04-28,Tengo miedo de que todo salga mal.,ansiedad
2022-06-27,Hoy logré un momento de paz y me siento entusiasmado.,felicidad
2020-06-23,Hoy descubrí una caminata al aire libre y me siento agradecido.,felicidad
2024-09-13,Hoy disfruté un logro personal y me siento agradecido.,felicidad
2022-08-13,Tengo miedo de que fracase.,ansiedad
2021-05-08,Necesito un descanso pero no tengo tiempo.,estrés
2020-10-30,No soporto cuando no cumplieron su promesa.,enojo
2024-06-21,Descubrí una caminata al aire libre siempre me alegra.,felicidad
2022-12-12,Un desconocido me hizo sentir resentido al confrontar a alguien.,enojo
2020-11-02,Experimenté una conversación significativa siempre me llena de energía.,felicidad
2020-10-31,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-11-03,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2021-01-09,Hoy logré una caminata al aire libre y me siento optimista.,felicidad
2022-10-09,Necesito un descanso pero no me escuchan.,estrés
2023-05-03,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-02-03,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-31,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-02-22,El ruido constante me tiene al límite.,estrés
2020-02-25,No puedo hablar en público sin sentir mareos.,ansiedad
2020-08-04,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-10-12,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-04-09,Mi vecino me hizo sentir exasperado al tomar decisiones.,enojo
2022-08-20,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-07-15,Hoy compartí una conversación significativa y me siento agradecido!,felicidad
2022-05-09,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-07-16,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2023-07-06,Necesito delegar tareas pero me falta energía.,estrés
2023-03-13,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2021-11-24,Hoy descubrí una conversación significativa y me siento pleno.,felicidad
2021-01-09,Tengo miedo de que todo salga mal.,ansiedad
2022-03-11,Tengo miedo de que todo salga mal.,ansiedad
2022-11-13,Me siento abatido desde que perdí mi trabajo.,tristeza
2020-08-16,Necesito delegar tareas pero no me escuchan!,estrés
2021-09-12,Hoy disfruté una caminata al aire libre y me siento pleno.,felicidad
2021-08-17,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2024-10-21,Mi vecino me hizo sentir exasperado al confrontar a alguien.,enojo
2020-11-27,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-12-15,Necesito pedir ayuda pero me falta energía.,estrés
2020-01-25,Me siento desolado desde que terminó nuestra relación.,tristeza
2024-01-18,No soporto cuando me criticaron sin razón.,enojo
2023-04-17,Hoy compartí un logro personal y me siento optimista.,felicidad
2020-07-24,Me siento vacío desde que perdí mi trabajo.,tristeza
2022-05-12,El ruido constante me tiene al límite.,estrés
2023-04-22,El plazos ajustados me tiene al límite.,estrés
2024-02-17,Estoy resentido porque rompieron mis pertenencias.,enojo
2022-07-02,No puedo dejar de pensar en no cumplieron su promesa...,tristeza
2022-09-12,Un peso en el pecho cuando pienso en el futuro.,tristeza
2021-05-02,El tráfico me tiene al límite.,estrés
2024-07-08,Me siento abatido desde que mudaron lejos...,tristeza
2023-07-29,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2022-02-08,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar.,estrés
2023-04-18,El plazos ajustados me tiene al límite...,estrés
2022-12-06,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2020-09-08,No soporto cuando me ignoraron en la reunión.,enojo
2021-04-02,Hoy experimenté un logro personal y me siento optimista.,felicidad
2024-10-31,Compartí un logro personal siempre me llena de energía.,felicidad
2021-07-25,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-02-09,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2021-11-03,No puedo tomar decisiones sin sentir sudores fríos...,ansiedad
2020-04-08,Disfruté un tiempo con mi familia siempre me da paz.,felicidad
2021-07-09,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-02-07,No soporto cuando me criticaron sin razón.,enojo
2024-04-07,Necesito delegar tareas pero no me escuchan.,estrés
2021-02-10,Experimenté una caminata al aire libre siempre me llena de energía.,felicidad
2021-02-16,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2024-12-20,Un vacío en el pecho cuando escucho esa canción.,tristeza
2020-05-20,Disfruté una conversación significativa siempre me inspira.,felicidad
2024-02-05,No soporto cuando rompieron mis pertenencias.,enojo
2024-05-29,Entre el cuidado de los niños y los quehaceres domésticos no puedo dormir bien.,estrés
2024-08-11,Disfruté una caminata al aire libre siempre me alegra.,felicidad
2022-01-16,Un peso en el pecho cuando pienso en el futuro.,tristeza
2021-12-15,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2022-07-30,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-07-11,Necesito delegar tareas pero no me escuchan.,estrés
2024-09-01,Necesito organizarme mejor pero no tengo tiempo.,estrés
2024-12-18,Estoy frustrado porque me ignoraron en la reunión.,enojo
2024-12-04,Qué eufórico día para una caminata al aire libre.,felicidad
2022-04-10,Qué agradecido día para un tiempo con mi familia.,felicidad
2022-06-23,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-11-16,Tengo miedo de que pierda el control.,ansiedad
2020-10-08,Hoy disfruté una conversación significativa y me siento pleno.,felicidad
2020-11-06,Hoy experimenté una conversación significativa y me siento optimista.,felicidad
2021-11-20,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2023-08-29,No soporto cuando me ignoraron en la reunión.,enojo
2022-05-24,Estoy exasperado porque no cumplieron su promesa.,enojo
2023-10-23,Me siento desolado desde que perdí mi trabajo.,tristeza
2020-12-06,Qué entusiasmado día para una conversación significativa.,felicidad
2024-07-01,Estoy resentido porque rompieron mis pertenencias.,enojo
2020-02-16,Tengo miedo de que todo salga mal.,ansiedad
2023-06-11,Hoy disfruté un tiempo con mi familia y me siento agradecido.,felicidad
2023-06-09,Entre los estudios y las deudas no puedo concentrarme.,estrés
2023-02-28,El plazos ajustados me tiene al límite.,estrés
2021-01-15,Qué entusiasmado día para una caminata al aire libre.,felicidad
2020-06-02,No soporto cuando no cumplieron su promesa.,enojo
2022-03-15,Estoy indignado porque me criticaron sin razón.,enojo
2024-09-27,Descubrí una caminata al aire libre siempre me motiva.,felicidad
2020-10-11,Mi jefe me hizo sentir resentido al confrontar a alguien.,enojo
2020-08-21,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-08-19,No soporto cuando no cumplieron su promesa.,enojo
2020-10-10,Qué optimista día para un tiempo con mi familia.,felicidad
2024-10-09,No soporto cuando me ignoraron en la reunión.,enojo
2020-02-28,Qué optimista día para un logro personal!,felicidad
2022-02-19,Mi jefe me hizo sentir frustrado al hablar en público.,enojo
2024-04-22,Me siento desolado desde que terminó nuestra relación.,tristeza
2024-03-09,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-12-03,Me siento desolado desde que mudaron lejos...,tristeza
2020-12-27,El jefe exigente me tiene al límite.,estrés
2024-02-29,Mi vecino me hizo sentir resentido al hablar en público.,enojo
2024-08-05,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-04-06,Mi jefe me hizo sentir resentido al hablar en público.,enojo
2020-10-21,Me siento nostálgico desde que mudaron lejos.,tristeza
2020-01-26,Me siento vacío desde que perdí mi trabajo.,tristeza
2020-03-02,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2022-08-30,El tráfico me tiene al límite.,estrés
2024-10-13,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-07-28,Tengo miedo de que pierda el control.,ansiedad
2020-06-23,Compartí un tiempo con mi familia siempre me llena de energía.,felicidad
2021-01-17,El jefe exigente me tiene al límite.,estrés
2024-01-02,Qué pleno día para un logro personal.,felicidad
2024-09-22,No puedo hablar en público sin sentir mareos.,ansiedad
2021-11-13,Qué agradecido día para un tiempo con mi familia.,felicidad
2020-08-23,Tengo miedo de que todo salga mal.,ansiedad
2023-01-11,Mi familiar me hizo sentir exasperado al tomar decisiones.,enojo
2021-02-09,Me siento vacío desde que perdí mi trabajo.,tristeza
2021-02-18,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-06-22,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-02-19,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-04-15,Me siento desanimado desde que terminó nuestra relación.,tristeza
2021-07-14,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2020-09-28,Mi familiar me hizo sentir indignado al hablar en público.,enojo
2022-08-20,Qué entusiasmado día para un logro personal.,felicidad
2023-05-13,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-02-23,No soporto cuando me ignoraron en la reunión.,enojo
2021-12-20,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-17,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-01-03,El tráfico me tiene al límite.,estrés
2024-12-01,Necesito organizarme mejor pero no tengo tiempo.,estrés
2020-05-03,No soporto cuando rompieron mis pertenencias.,enojo
2024-03-07,Hoy descubrí un logro personal y me siento optimista.,felicidad
2024-02-03,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-08-14,Me siento desolado desde que terminó nuestra relación.,tristeza
2021-01-02,Estoy indignado porque me ignoraron en la reunión!,enojo
2021-06-15,Tengo miedo de que me juzguen.,ansiedad
2023-05-28,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-11-08,No soporto cuando rompieron mis pertenencias.,enojo
2021-04-23,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-09-19,El jefe exigente me tiene al límite.,estrés
2020-04-10,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2022-06-21,Logré un logro personal siempre me da paz.,felicidad
2024-01-12,Me siento abatido desde que mudaron lejos.,tristeza
2020-11-04,Hoy descubrí un tiempo con mi familia y me siento eufórico.,felicidad
2021-10-25,Me siento desanimado desde que mudaron lejos.,tristeza
2024-03-12,Me siento desolado desde que perdí mi trabajo.,tristeza
2020-05-26,Hoy compartí un tiempo con mi familia y me siento optimista.,felicidad
2024-02-11,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2021-03-21,Me siento desolado desde que mudaron lejos.,tristeza
2024-11-18,Mi pareja me hizo sentir frustrado al confrontar a alguien.,enojo
2023-12-14,Disfruté un tiempo con mi familia siempre me inspira.,felicidad
2023-05-17,El ruido constante me tiene al límite.,estrés
2020-09-19,Estoy exasperado porque me criticaron sin razón.,enojo
2020-04-03,No soporto cuando me criticaron sin razón.,enojo
2023-10-02,El plazos ajustados me tiene al límite!,estrés
2021-03-06,Estoy exasperado porque me criticaron sin razón.,enojo
2021-01-01,Me siento desolado desde que mudaron lejos.,tristeza
2021-12-09,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-02-21,Tengo miedo de que pierda el control.,ansiedad
2024-12-06,Tengo miedo de que fracase.,ansiedad
2023-09-02,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2021-06-22,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2024-01-08,No soporto cuando no cumplieron su promesa.,enojo
2024-07-26,Estoy indignado porque me ignoraron en la reunión.,enojo
2022-11-05,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2023-02-08,Necesito organizarme mejor pero no tengo tiempo.,estrés
2020-11-21,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-10-27,Hoy disfruté un momento de paz y me siento eufórico.,felicidad
2024-01-31,No soporto cuando me ignoraron en la reunión.,enojo
2023-03-30,Estoy irritado porque me ignoraron en la reunión.,enojo
2024-10-21,Disfruté una caminata al aire libre siempre me alegra.,felicidad
2023-08-20,Hoy logré un logro personal y me siento agradecido.,felicidad
2023-12-19,Mi pareja me hizo sentir indignado al hablar en público.,enojo
2023-03-06,El tráfico me tiene al límite.,estrés
2024-01-31,Qué optimista día para un momento de paz.,felicidad
2024-11-18,El jefe exigente me tiene al límite.,estrés
2020-07-04,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2022-08-13,Un desconocido me hizo sentir irritado al tomar decisiones.,enojo
2021-12-04,No soporto cuando me ignoraron en la reunión.,enojo
2020-02-12,El plazos ajustados me tiene al límite.,estrés
2024-07-27,Me siento vacío desde que perdí mi trabajo.,tristeza
2024-11-23,No soporto cuando me ignoraron en la reunión.,enojo
2020-04-22,Hoy experimenté un logro personal y me siento entusiasmado.,felicidad
2024-05-22,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-12-10,Hoy descubrí un tiempo con mi familia y me siento eufórico.,felicidad
2024-12-08,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2020-05-08,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-05-27,Estoy exasperado porque me ignoraron en la reunión.,enojo
2022-10-19,Qué optimista día para un tiempo con mi familia.,felicidad
