fecha,texto,emocion
2023-06-15,Fatiga sobrecarga presión sobrecarga fatiga agobio fatiga presión sobrecarga fatiga sobrecarga.,estrés
2024-01-19,Nervios miedo presión miedo miedo presión incertidumbre miedo miedo preocupación incertidumbre miedo miedo.,ansiedad
2023-10-18,Logro familia familia celebración risas logro logro familia.,felicidad
2023-06-08,Sobrecarga presión caos sobrecarga agobio sobrecarga.,estrés
2024-11-26,Vacío vacío solitario pérdida llorar vacío nostalgia pérdida llorar solitario nostalgia.,tristeza
2025-03-05,Vacío pérdida vacío llorar nostalgia vacío llorar nostalgia nostalgia vacío vacío.,tristeza
2023-10-22,Celebración logro risas logro logro éxito éxito logro logro celebración familia éxito.,felicidad
2024-05-13,Caos sobrecarga caos fatiga fatiga caos sobrecarga agobio agobio agobio sobrecarga.,estrés
2023-02-08,Nervios presión preocupación presión preocupación nervios incertidumbre nervios presión.,ansiedad
2023-04-11,Familia familia familia celebración éxito celebración éxito éxito logro éxito risas familia risas.,felicidad
2023-07-12,Preocupación nervios incertidumbre nervios preocupación presión preocupación nervios presión.,ansiedad
2024-08-16,Sobrecarga presión caos caos agobio presión sobrecarga agobio caos presión.,estrés
2023-07-28,Celebración familia logro logro celebración éxito familia logro éxito.,felicidad
2022-07-27,Traición conflicto traición conflicto mentira traición ira mentira mentira mentira conflicto.,enojo
2023-07-17,Conflicto mentira ira traición ira ira injusticia.,enojo
2022-04-01,Presión agobio agobio fatiga presión sobrecarga caos caos presión presión fatiga fatiga sobrecarga.,estrés
2024-11-16,Nervios preocupación preocupación nervios miedo preocupación.,ansiedad
2022-03-16,Nostalgia nostalgia vacío pérdida nostalgia vacío vacío nostalgia vacío.,tristeza
2023-02-01,Nostalgia pérdida llorar llorar solitario solitario pérdida.,tristeza
2022-08-25,Sobrecarga caos agobio presión agobio fatiga agobio agobio sobrecarga sobrecarga fatiga caos fatiga.,estrés
2022-06-22,Familia logro familia éxito logro éxito celebración.,felicidad
2024-02-29,Miedo presión miedo nervios miedo incertidumbre presión incertidumbre presión miedo nervios presión presión.,ansiedad
2024-08-10,Presión sobrecarga agobio presión sobrecarga agobio presión agobio.,estrés
2022-05-11,Injusticia traición traición injusticia conflicto mentira mentira conflicto ira injusticia conflicto.,enojo
2022-10-10,Risas logro risas familia risas logro risas risas risas logro celebración familia.,felicidad
2025-01-05,Risas logro logro éxito risas celebración risas éxito éxito celebración celebración logro.,felicidad
2022-04-18,Agobio presión caos presión agobio presión agobio.,estrés
2022-03-17,Presión preocupación presión preocupación nervios nervios miedo nervios preocupación miedo presión nervios.,ansiedad
2023-04-02,Familia logro éxito éxito éxito risas familia logro logro logro familia.,felicidad
2023-08-25,Conflicto mentira conflicto ira injusticia ira ira conflicto.,enojo
2024-07-25,Fatiga sobrecarga sobrecarga sobrecarga agobio caos fatiga sobrecarga presión.,estrés
2022-11-03,Nervios incertidumbre preocupación preocupación incertidumbre nervios.,ansiedad
2023-06-21,Fatiga agobio fatiga caos caos sobrecarga.,estrés
2024-03-22,Vacío nostalgia pérdida llorar solitario solitario pérdida pérdida vacío llorar nostalgia nostalgia vacío.,tristeza
2023-09-11,Logro familia familia risas celebración familia risas logro celebración celebración logro logro.,felicidad
2022-06-26,Solitario solitario nostalgia nostalgia llorar vacío pérdida solitario vacío nostalgia vacío solitario solitario.,tristeza
2023-04-29,Celebración risas risas familia éxito logro familia familia.,felicidad
2023-03-25,Miedo miedo miedo preocupación preocupación incertidumbre nervios nervios nervios incertidumbre.,ansiedad
2024-08-26,Nostalgia pérdida pérdida llorar solitario solitario.,tristeza
2022-12-27,Logro risas celebración familia celebración risas familia celebración logro risas risas celebración risas.,felicidad
2024-08-21,Miedo miedo miedo nervios miedo miedo nervios preocupación.,ansiedad
2024-07-16,Risas celebración celebración éxito logro familia éxito éxito celebración familia risas.,felicidad
2022-05-19,Familia risas familia éxito familia risas familia éxito familia logro risas logro logro.,felicidad
2024-07-29,Agobio caos fatiga presión fatiga fatiga caos fatiga caos.,estrés
2023-03-19,Mentira traición ira conflicto conflicto injusticia mentira conflicto ira ira ira mentira ira.,enojo
2024-01-16,Caos presión caos sobrecarga caos presión sobrecarga agobio caos caos.,estrés
2023-03-03,Preocupación preocupación nervios incertidumbre incertidumbre presión nervios presión.,ansiedad
2023-08-23,Pérdida solitario pérdida solitario vacío solitario.,tristeza
2024-07-16,Nervios preocupación nervios incertidumbre nervios incertidumbre preocupación nervios nervios incertidumbre nervios.,ansiedad
2023-02-05,Nostalgia nostalgia pérdida solitario pérdida nostalgia pérdida llorar llorar solitario.,tristeza
2024-03-01,Celebración risas celebración familia celebración logro.,felicidad
2023-03-08,Caos agobio fatiga presión presión sobrecarga fatiga sobrecarga fatiga sobrecarga.,estrés
2023-03-26,Conflicto mentira traición injusticia ira conflicto mentira ira ira traición mentira injusticia.,enojo
2025-02-06,Vacío nostalgia vacío vacío pérdida solitario nostalgia.,tristeza
2023-11-25,Conflicto conflicto traición ira traición traición.,enojo
2022-07-02,Mentira injusticia ira conflicto ira injusticia.,enojo
2022-07-11,Celebración familia celebración risas logro risas familia éxito familia risas.,felicidad
2023-11-18,Logro familia risas celebración celebración éxito celebración familia risas logro risas celebración éxito.,felicidad
2024-04-02,Vacío solitario llorar pérdida llorar vacío pérdida solitario vacío pérdida vacío vacío.,tristeza
2022-04-27,Fatiga caos caos agobio sobrecarga caos fatiga fatiga agobio caos caos agobio fatiga.,estrés
2022-06-13,Éxito familia logro éxito celebración celebración logro logro logro familia risas éxito risas.,felicidad
2024-05-29,Mentira ira ira mentira traición injusticia mentira.,enojo
2022-08-03,Preocupación presión miedo nervios miedo preocupación incertidumbre preocupación incertidumbre incertidumbre.,ansiedad
2022-07-15,Pérdida llorar llorar nostalgia solitario solitario nostalgia pérdida solitario llorar vacío.,tristeza
2023-08-15,Logro familia familia éxito risas familia celebración familia éxito éxito.,felicidad
2023-05-18,Vacío solitario solitario solitario solitario solitario llorar llorar solitario llorar vacío pérdida.,tristeza
2022-12-10,Nostalgia nostalgia vacío vacío nostalgia pérdida llorar nostalgia.,tristeza
2022-11-20,Celebración logro risas logro familia familia familia logro celebración familia.,felicidad
2022-09-13,Nostalgia solitario llorar vacío pérdida nostalgia vacío llorar pérdida solitario pérdida llorar.,tristeza
2023-08-05,Mentira mentira conflicto mentira injusticia ira ira mentira injusticia injusticia.,enojo
2023-11-05,Traición ira traición traición mentira traición mentira.,enojo
2024-09-25,Injusticia mentira mentira mentira traición conflicto conflicto conflicto ira.,enojo
2023-10-05,Logro risas logro familia éxito logro risas familia éxito éxito celebración.,felicidad
2022-12-12,Sobrecarga sobrecarga agobio sobrecarga caos presión fatiga agobio presión sobrecarga caos.,estrés
2022-12-12,Logro logro celebración familia logro familia familia logro celebración logro.,felicidad
2023-03-09,Ira mentira traición mentira traición mentira conflicto mentira injusticia ira conflicto injusticia mentira.,enojo
2024-05-20,Traición traición injusticia injusticia conflicto ira traición injusticia mentira ira.,enojo
2022-06-20,Conflicto ira mentira injusticia conflicto ira conflicto traición traición traición conflicto traición conflicto.,enojo
2024-04-23,Logro familia familia éxito celebración familia familia celebración familia logro.,felicidad
2023-05-25,Fatiga caos fatiga presión caos caos presión caos sobrecarga sobrecarga.,estrés
2024-12-08,Sobrecarga presión caos caos agobio agobio sobrecarga agobio presión caos fatiga caos sobrecarga.,estrés
2025-03-01,Solitario vacío solitario pérdida solitario pérdida vacío vacío.,tristeza
2023-05-29,Preocupación presión miedo preocupación incertidumbre presión incertidumbre preocupación.,ansiedad
2024-10-16,Sobrecarga sobrecarga sobrecarga sobrecarga agobio fatiga fatiga presión presión.,estrés
2022-11-15,Caos fatiga sobrecarga presión presión fatiga caos.,estrés
2023-06-27,Presión presión preocupación preocupación presión nervios nervios preocupación nervios presión incertidumbre miedo incertidumbre.,ansiedad
2023-05-29,Pérdida solitario vacío pérdida pérdida nostalgia llorar solitario vacío nostalgia vacío vacío.,tristeza
2024-01-21,Llorar nostalgia pérdida nostalgia solitario pérdida solitario vacío solitario llorar llorar solitario llorar.,tristeza
2022-08-22,Celebración familia celebración logro risas celebración familia risas celebración risas éxito celebración.,felicidad
2022-04-26,Celebración familia logro celebración éxito risas logro familia familia éxito logro.,felicidad
2022-07-11,Solitario vacío nostalgia llorar pérdida vacío pérdida nostalgia vacío llorar.,tristeza
2024-12-30,Presión presión presión miedo presión miedo preocupación presión nervios nervios incertidumbre.,ansiedad
2024-08-09,Nervios miedo incertidumbre incertidumbre nervios incertidumbre preocupación preocupación.,ansiedad
2023-06-25,Sobrecarga agobio fatiga agobio caos fatiga agobio.,estrés
2023-12-14,Traición conflicto ira conflicto mentira traición mentira.,enojo
2025-01-08,Vacío nostalgia vacío pérdida llorar pérdida nostalgia.,tristeza
2023-08-25,Presión nervios presión preocupación nervios miedo nervios preocupación miedo.,ansiedad
2022-11-30,Caos caos presión caos fatiga agobio presión sobrecarga fatiga sobrecarga caos.,estrés
2025-03-09,Presión miedo incertidumbre miedo presión miedo.,ansiedad
2022-05-05,Presión presión caos sobrecarga sobrecarga sobrecarga fatiga agobio sobrecarga presión sobrecarga caos.,estrés
2023-07-27,Incertidumbre miedo miedo incertidumbre incertidumbre miedo.,ansiedad
2023-04-12,Celebración celebración celebración éxito celebración familia risas familia éxito logro.,felicidad
2022-10-12,Familia risas risas familia risas logro.,felicidad
2024-07-31,Sobrecarga agobio fatiga agobio sobrecarga presión sobrecarga caos agobio agobio.,estrés
2024-01-08,Nervios nervios preocupación preocupación presión incertidumbre.,ansiedad
2025-01-06,Nostalgia pérdida llorar llorar pérdida solitario pérdida llorar.,tristeza
2023-10-31,Éxito risas familia familia éxito risas logro logro celebración logro logro.,felicidad
2023-08-30,Sobrecarga agobio presión presión agobio sobrecarga sobrecarga fatiga.,estrés
2023-09-17,Celebración celebración celebración celebración celebración celebración celebración celebración éxito éxito celebración.,felicidad
2023-12-31,Caos presión fatiga presión agobio sobrecarga presión caos fatiga.,estrés
2024-06-03,Llorar solitario nostalgia nostalgia solitario pérdida.,tristeza
2024-10-06,Preocupación nervios presión presión presión miedo incertidumbre preocupación incertidumbre nervios miedo nervios incertidumbre.,ansiedad
2022-08-01,Risas éxito éxito celebración celebración éxito familia familia.,felicidad
2024-03-31,Nostalgia llorar vacío solitario vacío nostalgia solitario nostalgia pérdida nostalgia.,tristeza
2022-09-05,Solitario pérdida solitario solitario pérdida solitario llorar llorar pérdida.,tristeza
2022-12-17,Pérdida llorar vacío nostalgia nostalgia solitario solitario vacío.,tristeza
2022-12-02,Sobrecarga caos fatiga agobio sobrecarga caos fatiga presión.,estrés
2024-10-08,Caos caos sobrecarga caos presión sobrecarga presión agobio caos presión.,estrés
2023-03-09,Familia celebración celebración éxito familia celebración celebración celebración.,felicidad
2022-08-26,Vacío nostalgia vacío llorar nostalgia pérdida pérdida vacío vacío.,tristeza
2022-11-11,Injusticia mentira traición injusticia ira mentira injusticia conflicto mentira conflicto traición traición.,enojo
2022-04-15,Ira ira traición traición ira mentira injusticia conflicto.,enojo
2023-11-04,Miedo preocupación presión preocupación incertidumbre preocupación incertidumbre.,ansiedad
2022-06-09,Incertidumbre nervios miedo preocupación preocupación miedo nervios nervios nervios preocupación miedo nervios.,ansiedad
2023-06-22,Ira ira traición mentira traición conflicto.,enojo
2023-12-28,Injusticia injusticia conflicto injusticia traición injusticia conflicto traición mentira traición.,enojo
2023-01-25,Celebración logro logro logro familia risas risas éxito celebración éxito.,felicidad
2023-05-12,Éxito familia risas logro risas celebración familia.,felicidad
2023-07-05,Mentira conflicto injusticia injusticia conflicto mentira mentira ira traición ira.,enojo
2024-02-07,Presión sobrecarga sobrecarga agobio agobio fatiga fatiga.,estrés
2024-10-04,Pérdida nostalgia nostalgia vacío solitario vacío llorar pérdida pérdida solitario pérdida.,tristeza
2022-08-20,Familia éxito familia éxito familia éxito celebración logro celebración éxito risas.,felicidad
2022-06-18,Caos presión sobrecarga caos caos sobrecarga caos presión agobio fatiga presión caos.,estrés
2024-05-04,Logro familia éxito celebración logro éxito logro risas familia.,felicidad
2023-06-17,Miedo incertidumbre preocupación miedo nervios miedo nervios nervios nervios presión presión incertidumbre.,ansiedad
2023-11-26,Caos sobrecarga presión caos caos sobrecarga.,estrés
2023-02-14,Presión agobio fatiga caos presión fatiga presión fatiga sobrecarga.,estrés
2023-01-30,Incertidumbre incertidumbre incertidumbre presión presión preocupación preocupación nervios miedo presión.,ansiedad
2023-08-04,Fatiga presión fatiga caos sobrecarga sobrecarga presión.,estrés
2025-01-19,Vacío solitario pérdida nostalgia nostalgia vacío llorar solitario llorar.,tristeza
2024-02-24,Pérdida solitario llorar llorar nostalgia pérdida vacío.,tristeza
2023-11-09,Preocupación preocupación preocupación preocupación incertidumbre presión preocupación presión incertidumbre.,ansiedad
2022-08-05,Nervios miedo incertidumbre incertidumbre incertidumbre incertidumbre preocupación incertidumbre miedo.,ansiedad
2023-12-20,Preocupación preocupación nervios incertidumbre incertidumbre incertidumbre.,ansiedad
2024-04-01,Familia logro celebración risas éxito logro éxito familia.,felicidad
2022-10-29,Pérdida solitario solitario llorar llorar llorar nostalgia llorar pérdida pérdida.,tristeza
2022-12-10,Injusticia ira conflicto conflicto injusticia conflicto injusticia mentira traición.,enojo
2024-04-23,Conflicto mentira conflicto mentira ira conflicto mentira ira injusticia conflicto ira traición injusticia.,enojo
2023-02-06,Familia logro éxito logro familia risas éxito familia familia logro celebración.,felicidad
2022-09-22,Injusticia mentira mentira mentira traición conflicto injusticia injusticia traición ira ira.,enojo
2024-11-01,Sobrecarga caos caos agobio caos caos agobio.,estrés
2023-08-07,Vacío vacío vacío nostalgia pérdida pérdida nostalgia nostalgia vacío solitario llorar.,tristeza
2023-05-22,Incertidumbre miedo nervios preocupación nervios preocupación preocupación nervios.,ansiedad
2024-06-10,Preocupación nervios miedo presión preocupación incertidumbre presión nervios preocupación presión preocupación miedo miedo.,ansiedad
2024-09-17,Pérdida llorar llorar llorar solitario pérdida vacío pérdida vacío pérdida vacío nostalgia pérdida.,tristeza
2023-01-09,Preocupación presión presión incertidumbre preocupación preocupación.,ansiedad
2024-03-09,Caos caos agobio sobrecarga caos sobrecarga.,estrés
2025-02-12,Preocupación miedo incertidumbre nervios preocupación presión.,ansiedad
2022-10-24,Sobrecarga sobrecarga fatiga agobio caos presión caos caos fatiga agobio.,estrés
2024-07-21,Incertidumbre presión nervios presión preocupación miedo incertidumbre.,ansiedad
2022-03-27,Familia éxito logro éxito celebración logro.,felicidad
2022-12-09,Presión preocupación miedo nervios incertidumbre presión preocupación nervios incertidumbre miedo.,ansiedad
2023-08-03,Caos sobrecarga sobrecarga fatiga caos agobio agobio presión sobrecarga presión.,estrés
2024-01-02,Presión presión presión agobio fatiga presión agobio.,estrés
2023-07-31,Pérdida solitario pérdida nostalgia solitario vacío vacío.,tristeza
2024-01-09,Sobrecarga sobrecarga caos fatiga caos presión presión fatiga sobrecarga fatiga presión agobio agobio.,estrés
2024-05-03,Injusticia traición conflicto traición injusticia traición.,enojo
2022-05-15,Logro celebración celebración familia risas logro risas risas éxito.,felicidad
2023-11-06,Preocupación presión nervios miedo incertidumbre nervios incertidumbre incertidumbre incertidumbre miedo preocupación nervios presión presión.,ansiedad
2022-06-05,Fatiga fatiga sobrecarga sobrecarga agobio agobio agobio agobio fatiga.,estrés
2023-07-10,Traición traición ira mentira traición mentira conflicto mentira conflicto traición.,enojo
2024-03-03,Traición traición injusticia ira ira mentira conflicto conflicto injusticia traición ira ira.,enojo
2022-03-11,Risas risas celebración celebración éxito celebración éxito risas logro familia familia risas familia.,felicidad
2024-06-18,Mentira mentira conflicto injusticia traición injusticia.,enojo
2023-03-05,Logro éxito celebración celebración éxito celebración.,felicidad
2024-04-19,Presión agobio fatiga agobio sobrecarga fatiga caos agobio agobio.,estrés
2022-10-17,Presión presión sobrecarga fatiga presión presión fatiga presión sobrecarga fatiga.,estrés
2024-09-29,Traición ira traición mentira traición conflicto traición mentira ira conflicto traición mentira.,enojo
2022-08-18,Preocupación preocupación preocupación presión preocupación miedo preocupación presión preocupación miedo preocupación incertidumbre.,ansiedad
2023-11-15,Presión nervios incertidumbre preocupación nervios preocupación nervios presión incertidumbre nervios miedo miedo.,ansiedad
2022-06-01,Mentira traición mentira conflicto mentira traición traición injusticia ira injusticia.,enojo
2024-07-31,Vacío vacío nostalgia pérdida solitario pérdida pérdida pérdida llorar.,tristeza
2022-10-02,Miedo nervios miedo presión miedo incertidumbre miedo nervios.,ansiedad
2023-06-06,Sobrecarga fatiga presión sobrecarga presión presión fatiga agobio caos presión presión agobio agobio.,estrés
2022-09-28,Llorar llorar llorar pérdida nostalgia solitario solitario pérdida vacío.,tristeza
2023-04-05,Fatiga fatiga presión sobrecarga fatiga fatiga caos.,estrés
2023-12-11,Pérdida vacío pérdida llorar nostalgia nostalgia solitario.,tristeza
2022-06-08,Presión agobio sobrecarga fatiga presión fatiga presión fatiga.,estrés
2024-02-26,Conflicto injusticia mentira traición mentira mentira injusticia ira mentira traición mentira conflicto.,enojo
2023-05-11,Presión nervios nervios incertidumbre incertidumbre incertidumbre incertidumbre preocupación nervios nervios miedo preocupación.,ansiedad
2023-04-12,Nervios preocupación nervios incertidumbre incertidumbre incertidumbre miedo nervios incertidumbre presión nervios nervios miedo.,ansiedad
2022-12-08,Mentira traición traición conflicto traición ira mentira.,enojo
2024-05-09,Conflicto traición injusticia injusticia conflicto mentira.,enojo
2023-08-08,Risas logro celebración risas risas celebración celebración risas risas.,felicidad
2022-09-12,Agobio caos sobrecarga sobrecarga sobrecarga sobrecarga.,estrés
2024-09-27,Llorar vacío pérdida llorar nostalgia pérdida vacío vacío.,tristeza
2022-05-27,Miedo presión presión miedo presión preocupación miedo nervios.,ansiedad
2022-08-27,Fatiga sobrecarga fatiga agobio caos sobrecarga sobrecarga fatiga presión sobrecarga fatiga sobrecarga.,estrés
2022-05-16,Nostalgia llorar pérdida llorar vacío vacío nostalgia llorar solitario vacío pérdida.,tristeza
2023-07-14,Risas éxito celebración éxito familia celebración celebración.,felicidad
2025-01-18,Conflicto traición conflicto ira ira mentira conflicto injusticia traición mentira conflicto injusticia.,enojo
2023-12-30,Celebración celebración celebración éxito familia familia familia familia éxito logro éxito.,felicidad
2022-10-29,Celebración logro éxito celebración familia logro familia éxito.,felicidad
2022-04-24,Incertidumbre presión nervios miedo presión incertidumbre incertidumbre nervios.,ansiedad
2023-08-17,Fatiga fatiga caos agobio fatiga sobrecarga presión sobrecarga caos presión sobrecarga.,estrés
2023-12-04,Logro risas éxito éxito logro logro risas logro celebración risas éxito risas éxito.,felicidad
2024-01-30,Éxito logro logro logro logro logro celebración risas éxito éxito.,felicidad
2023-08-14,Llorar pérdida llorar solitario nostalgia nostalgia.,tristeza
2023-10-08,Ira conflicto conflicto mentira injusticia injusticia ira ira injusticia.,enojo
2023-04-25,Mentira traición ira mentira conflicto conflicto mentira ira traición injusticia.,enojo
2025-03-08,Pérdida pérdida pérdida solitario pérdida vacío vacío nostalgia llorar vacío.,tristeza
2023-06-05,Familia celebración familia celebración éxito éxito éxito risas celebración celebración logro.,felicidad
2022-04-07,Familia celebración logro risas logro logro familia familia logro logro familia.,felicidad
2024-03-22,Familia logro éxito éxito celebración éxito logro celebración.,felicidad
2024-04-28,Sobrecarga sobrecarga fatiga agobio presión agobio presión sobrecarga agobio.,estrés
2023-12-24,Mentira mentira injusticia traición traición ira conflicto.,enojo
2023-11-15,Traición traición conflicto conflicto traición ira conflicto.,enojo
2024-11-26,Familia celebración risas éxito familia familia celebración risas celebración risas.,felicidad
2022-05-28,Risas risas logro celebración éxito éxito celebración logro familia celebración.,felicidad
2022-10-15,Nostalgia llorar llorar solitario vacío pérdida llorar nostalgia nostalgia vacío vacío llorar solitario.,tristeza
2025-01-02,Nostalgia llorar pérdida llorar vacío solitario llorar pérdida.,tristeza
2022-10-06,Injusticia injusticia mentira conflicto injusticia conflicto ira traición traición injusticia traición traición mentira injusticia.,enojo
2023-11-17,Agobio fatiga agobio agobio fatiga agobio presión sobrecarga sobrecarga presión agobio.,estrés
2024-07-03,Ira ira mentira ira mentira conflicto.,enojo
2023-09-15,Presión nervios incertidumbre incertidumbre nervios presión miedo miedo incertidumbre incertidumbre.,ansiedad
2025-02-07,Traición traición injusticia traición traición injusticia traición conflicto traición ira conflicto.,enojo
2022-06-05,Preocupación nervios miedo preocupación incertidumbre preocupación presión preocupación miedo incertidumbre presión miedo.,ansiedad
2023-03-10,Pérdida vacío nostalgia solitario vacío vacío llorar vacío nostalgia nostalgia solitario.,tristeza
2024-08-16,Solitario nostalgia llorar solitario pérdida pérdida.,tristeza
2023-07-17,Nervios nervios presión preocupación preocupación preocupación.,ansiedad
2024-02-10,Traición ira ira ira mentira mentira ira mentira ira ira.,enojo
2023-04-22,Presión miedo presión incertidumbre preocupación preocupación miedo nervios.,ansiedad
2025-01-07,Preocupación incertidumbre preocupación miedo nervios nervios incertidumbre nervios nervios miedo presión incertidumbre.,ansiedad
2022-09-19,Éxito éxito risas éxito risas familia.,felicidad
2024-05-17,Fatiga caos presión presión agobio presión sobrecarga agobio sobrecarga sobrecarga.,estrés
2022-04-17,Mentira injusticia mentira ira conflicto traición traición mentira conflicto conflicto mentira mentira ira.,enojo
2023-03-18,Éxito familia familia risas logro risas risas celebración éxito familia logro.,felicidad
2024-02-12,Pérdida vacío solitario solitario vacío nostalgia.,tristeza
2023-10-01,Fatiga sobrecarga fatiga presión caos agobio presión agobio sobrecarga agobio.,estrés
2022-06-26,Conflicto ira traición conflicto conflicto injusticia conflicto traición.,enojo
2024-10-15,Llorar solitario llorar solitario llorar solitario llorar nostalgia pérdida.,tristeza
2025-01-17,Pérdida nostalgia llorar llorar vacío vacío llorar vacío vacío nostalgia vacío llorar vacío.,tristeza
2023-04-10,Miedo incertidumbre presión preocupación nervios incertidumbre miedo incertidumbre preocupación presión nervios presión miedo.,ansiedad
2024-11-06,Mentira mentira mentira ira mentira mentira mentira traición ira traición injusticia ira mentira.,enojo
2022-10-24,Presión incertidumbre presión presión incertidumbre incertidumbre incertidumbre.,ansiedad
2022-06-02,Ira injusticia conflicto ira mentira mentira traición mentira conflicto injusticia injusticia.,enojo
2024-08-31,Caos sobrecarga agobio caos presión caos caos presión caos presión agobio caos fatiga.,estrés
2022-11-14,Incertidumbre miedo preocupación preocupación incertidumbre presión nervios nervios.,ansiedad
2022-05-25,Preocupación preocupación nervios nervios preocupación incertidumbre incertidumbre miedo.,ansiedad
2022-05-23,Presión presión preocupación incertidumbre nervios preocupación preocupación nervios presión presión.,ansiedad
2023-09-20,Nostalgia solitario solitario vacío pérdida solitario vacío nostalgia pérdida vacío llorar solitario pérdida pérdida.,tristeza
2022-06-04,Mentira injusticia injusticia ira mentira traición conflicto injusticia ira.,enojo
2022-10-26,Solitario nostalgia pérdida vacío nostalgia vacío llorar solitario nostalgia nostalgia solitario.,tristeza
2024-10-12,Fatiga agobio agobio presión caos fatiga sobrecarga presión agobio.,estrés
2022-12-03,Conflicto traición mentira injusticia ira mentira conflicto.,enojo
2024-05-19,Llorar vacío nostalgia nostalgia pérdida nostalgia nostalgia.,tristeza
2023-07-28,Vacío llorar llorar nostalgia pérdida nostalgia nostalgia solitario vacío solitario vacío.,tristeza
2022-09-02,Injusticia conflicto conflicto conflicto mentira conflicto mentira conflicto traición mentira injusticia.,enojo
2024-01-18,Presión sobrecarga caos fatiga caos sobrecarga presión.,estrés
2024-02-07,Llorar nostalgia vacío vacío solitario vacío llorar llorar solitario.,tristeza
2023-11-21,Ira traición mentira mentira ira mentira mentira mentira traición traición.,enojo
2023-04-20,Familia logro familia risas éxito celebración.,felicidad
2024-04-10,Pérdida pérdida llorar nostalgia vacío nostalgia.,tristeza
2024-04-25,Conflicto conflicto conflicto injusticia traición mentira mentira ira injusticia ira traición.,enojo
2024-06-14,Sobrecarga presión fatiga presión caos fatiga caos agobio caos.,estrés
2024-10-23,Pérdida pérdida pérdida nostalgia pérdida nostalgia pérdida vacío pérdida.,tristeza
2022-12-06,Miedo miedo incertidumbre incertidumbre miedo presión nervios presión preocupación nervios nervios.,ansiedad
2023-11-12,Nostalgia llorar vacío solitario llorar nostalgia vacío solitario solitario vacío vacío solitario nostalgia.,tristeza
2022-07-27,Injusticia injusticia conflicto ira injusticia traición mentira injusticia mentira mentira.,enojo
2022-07-05,Ira conflicto traición ira mentira mentira.,enojo
2023-04-09,Incertidumbre miedo incertidumbre nervios nervios nervios.,ansiedad
2023-03-20,Traición injusticia traición injusticia injusticia traición conflicto ira.,enojo
2022-08-15,Conflicto injusticia injusticia injusticia ira injusticia mentira mentira ira ira traición mentira.,enojo
2024-03-11,Miedo preocupación nervios nervios incertidumbre nervios presión.,ansiedad
2022-10-25,Vacío solitario llorar solitario solitario vacío solitario solitario pérdida solitario.,tristeza
2023-08-18,Preocupación presión miedo incertidumbre miedo miedo incertidumbre nervios incertidumbre preocupación incertidumbre presión nervios.,ansiedad
2022-09-30,Vacío nostalgia nostalgia pérdida llorar nostalgia vacío.,tristeza
2023-10-03,Nervios nervios nervios incertidumbre nervios nervios miedo miedo presión.,ansiedad
2022-12-25,Presión miedo presión nervios nervios presión miedo preocupación nervios.,ansiedad
2022-08-13,Logro celebración celebración familia logro risas logro risas éxito éxito familia risas risas.,felicidad
2022-09-28,Ira injusticia mentira mentira injusticia conflicto conflicto.,enojo
2023-08-04,Celebración éxito familia risas celebración risas éxito éxito familia éxito.,felicidad
2023-12-05,Vacío vacío nostalgia llorar nostalgia llorar llorar pérdida vacío vacío vacío nostalgia.,tristeza
2022-04-30,Presión nervios nervios miedo nervios incertidumbre miedo incertidumbre preocupación presión presión.,ansiedad
2023-01-11,Solitario llorar solitario vacío pérdida solitario nostalgia nostalgia pérdida.,tristeza
2024-11-05,Presión incertidumbre presión nervios miedo incertidumbre incertidumbre miedo incertidumbre miedo preocupación incertidumbre presión.,ansiedad
2023-08-19,Presión incertidumbre incertidumbre incertidumbre presión incertidumbre nervios incertidumbre.,ansiedad
2024-01-14,Éxito celebración celebración éxito celebración familia celebración celebración familia éxito familia.,felicidad
2022-11-15,Solitario nostalgia solitario llorar vacío solitario pérdida nostalgia nostalgia.,tristeza
2023-08-06,Logro logro celebración logro celebración risas celebración risas celebración celebración logro.,felicidad
2023-12-21,Nervios miedo presión preocupación miedo presión incertidumbre.,ansiedad
2024-05-20,Logro risas risas éxito risas logro risas éxito logro celebración familia risas éxito.,felicidad
2022-08-22,Preocupación nervios nervios incertidumbre presión nervios incertidumbre miedo miedo.,ansiedad
2025-01-07,Fatiga sobrecarga agobio fatiga sobrecarga caos agobio presión agobio.,estrés
2022-04-21,Ira mentira traición traición traición conflicto traición injusticia injusticia.,enojo
2024-07-13,Vacío pérdida solitario nostalgia llorar vacío vacío vacío vacío nostalgia pérdida llorar.,tristeza
2022-12-11,Incertidumbre nervios preocupación preocupación preocupación nervios miedo nervios preocupación miedo presión incertidumbre miedo.,ansiedad
2023-12-08,Risas familia logro familia éxito risas familia celebración celebración celebración risas risas risas.,felicidad
2023-03-06,Llorar nostalgia nostalgia llorar vacío nostalgia nostalgia vacío llorar nostalgia nostalgia nostalgia pérdida.,tristeza
2023-11-27,Presión caos caos sobrecarga agobio sobrecarga presión fatiga caos agobio sobrecarga fatiga.,estrés
2023-08-23,Presión preocupación incertidumbre miedo presión incertidumbre incertidumbre preocupación miedo.,ansiedad
2024-04-23,Injusticia injusticia mentira injusticia ira conflicto conflicto injusticia traición traición traición conflicto traición.,enojo
2025-02-17,Injusticia ira mentira ira mentira ira conflicto ira conflicto conflicto mentira mentira.,enojo
2024-09-08,Preocupación presión incertidumbre miedo presión preocupación nervios incertidumbre incertidumbre presión.,ansiedad
